Time,X4009.BIG.EDDY....230.,X4006.BIG.EDDY....500.,X6333.BRIDGER.....20.0,X6301.BRIDGER.....345.,X5031.CANAD.G1....20.0,X5002.CANALB......500.,X4010.CELILO......230.,X5032.CMAIN.GM....20.0,X7031.COLOEAST....20.0,X6203.COLSTRP.....230.,X4131.COULEE......20.0,X4101.COULEE......500.,X7032.CRAIG.......20.0,X2400.DEVERS......500.,X2901.ELDORADO....500.,X6533.EMERY.......20.0,X1002.FOURCORN....345.,X6202.GARRISON....500.,X6404.GONDER......345.,X1333.H.ALLEN.....20.0,X1303.H.ALLEN.....345.,X4132.HANFORD.....20.0,X1331.HOOVER......20.0,X2100.IMPERIAL....230.,X2302.IMPRLVLY....230.,X2301.IMPRLVLY....500.,X2634.INTERM1G....20.0,X2604.INTERMT.....345.,X2431.LUGO........20.0,X2401.LUGO........500.,X4031.MALIN.......20.0,X2438.MESA.CAL....20.0,X3333.METCALF.....20.0,X2030.MEXICO......20.0,X6102.MIDPOINT....345.,X6101.MIDPOINT....500.,X2202.MIGUEL......230.,X6335.NAUGHT......20.0,X1202.NAVAJO......500.,X1232.NAVAJO.2....20.0,X4201.NORTH.......500.,X8001.OLINDA......500.,X1431.PALOVRD2....20.0,X1403.PARKER......230.,X3234.PITSBURG....20.0,X3926.RIO.OSO.....115.,X3906.ROUND.MT....500.,X1004.SAN.JUAN....345.,X6507.SIGURD......345.,X1034.SJUAN.G4....20.0,X2619.SYLMARLA....230.,X3933.TESLA.......20.0,X3903.TESLA.......500.,X6401.TRACYSPP....345.,X6433.VALMY.......20.0,X6403.VALMY.......345.,X2603.VICTORVL....500.,X1402.WESTWING....500.
10.333333,-1.3012574012784406,-1.1970950801536548,-0.15289862423503933,-0.27800430249631897,-0.0826367359558381,-0.4264612184715317,-1.267119642280287,-0.3460060436940511,0.9079838265596482,0.129179096547962,-0.5854677642700492,-0.68653762248417,0.8305508822566654,-0.1540972107486103,-0.1614927873246182,0.15069971018201114,-0.5658758507346029,-0.5405692484381227,-0.513396403239574,0.05991942239607236,0.10548334400450193,-1.0900541998939504,-0.3852349485834897,-0.164845319269883,-0.5673534579957386,-0.4616106466699533,-0.3076192456581885,-0.30516020236978403,-0.5346541980263818,-0.5313122270232444,-0.7421135447493852,0.11445173035599492,-0.7757314026605755,0.11570592370416467,-0.27677603278455093,-0.22336723388277455,-0.5494669810920646,-0.676875081221423,-0.7828870548881881,-0.7260374423872535,-1.070167212494103,-0.8600523480129586,-0.5212420355601106,-0.6317671831620705,-0.37804483847679,-0.6457191832487958,-0.779248589452506,-0.4078838709287124,-0.3556912029848301,-0.375308752768698,-0.04038810104485735,-0.44658933031123554,-0.8658776213280861,-0.725848507209093,-0.6509494194721006,-0.6720836476337563,-0.3052459862505684,-0.575902013935459
10.366667,-1.3012574012784406,-1.1793603382269109,-0.07950728460194885,-0.2482181272290137,0,-0.6701533433133732,-1.267119642280287,-0.5882102742737405,0.9336512138826742,0.14617634609386565,-0.7082271341969638,-0.8052621737402881,0.854741684652282,-0.16094597567099042,-0.17994910587601776,0.20721210149974248,-0.5740769500205413,-0.6419259825215601,-0.4889489554659655,0.1055723156501624,0.1653522689802439,-1.110621260269911,-0.253691307602642,-0.15216491009495173,-0.5845459870257582,-0.5430713490226942,-0.26223279957679296,-0.25594081489046927,-0.48087241479312504,-0.477548489764501,-0.7376697510686115,0.15032466076576584,-0.8029500483679773,0.10494258196393669,-0.27155384348716677,-0.25556431264069224,-0.6235524167449966,-0.6043527510898853,-0.7413703171284373,-0.6757733117608444,-1.1188111766987734,-0.8383703560464206,-0.438065114991497,-0.6120244586869772,-0.43205124397415956,-0.6978579992876927,-0.7908791654143809,-0.4186176570060974,-0.3140677643377496,-0.3977152454720123,-0.022029873297046688,-0.4668888453259972,-0.8778482796873667,-0.747760914973921,-0.6388948005926406,-0.6720836476337563,-0.2602623672242815,-0.554729145775915
10.4,-1.2913241386740866,-1.17049296726157,-0.01223188993907475,-0.23332503959536108,-0.020659183991253157,-0.8224609213403696,-1.1897382900799478,-0.761213296120766,0.9486238564880894,0.1971680947308218,-0.8168219614410923,-0.9085009139641954,0.873556753182604,-0.15752159321018053,-0.17764206605677266,0.24959639498804098,-0.5986802478783564,-0.7179435330827315,-0.44005405991952407,0.16121177930338662,0.21951939157719308,-1.0694871395179897,-0.253691307602642,-0.20288654679326895,-0.693432004216731,-0.586517056944558,-0.19163166122932407,-0.18703367242008442,-0.47138151186965044,-0.468060771424888,-0.7332259573878379,0.18448935639462485,-0.8233640326490954,0.09417924022430618,-0.30810916857117493,-0.2917860262430145,-0.6667689208757022,-0.5197433659375429,-0.6583368416102524,-0.603169567521871,-1.1674551409034435,-0.8058473680966137,-0.41033947480195915,-0.5462153771086908,-0.496858930572442,-0.725932746385389,-0.7947560240680522,-0.4454521221977723,-0.26487642775460707,-0.41452011499887614,0.02570151884709798,-0.48718836034075896,-0.8698678407808843,-0.7368047110918111,-0.5967036345165383,-0.6547021739881665,-0.2538361359346081,-0.49544511492975607
10.433333,-1.2416578256479058,-1.1172887414774006,0.036695669815866236,-0.23828940213954453,-0.14461428792042308,-0.8833839525457572,-1.2284289661811914,-0.8304145048611129,0.942207009657333,0.26515709291443645,-0.911252246000338,-0.9962538431535998,0.873556753182604,-0.18491665289894066,-0.1891772651514614,0.30610878630681804,-0.5549410516868875,-0.7686219001235125,-0.47497898531017174,0.21542459004253933,0.25943200822747675,-1.0900541998939504,-0.22550338453591362,-0.19020613761833768,-0.7851254923776841,-0.6679777592985048,-0.12607346133484587,-0.12304846869719388,-0.4112724600205098,-0.4079718886068707,-0.7198945763445304,0.22036228680477507,-0.8097547097950167,0.0887975693541922,-0.32377573646448693,-0.348130914069147,-0.7778970743554429,-0.4653516183398961,-0.5871652911664703,-0.5361507266854186,-1.1966415194258135,-0.7733243801460045,-0.3659784504989448,-0.5067299281599654,-0.529262773870384,-0.7219220682284481,-0.7947560240680522,-0.3971500848513274,-0.21946904013949559,-0.4313249845257399,0.07710455654047868,-0.48718836034075896,-0.8578971824216037,-0.692979895562155,-0.6509494194721006,-0.6199392266969872,-0.20242628561864778,-0.4530993786106681
10.466667,-1.2615243508566136,-1.1172887414774006,0.0917391745396656,-0.23828940213954453,-0.22725102387167392,-1.1270760773875987,-1.3154829874057676,-1.0726187354484853,0.9208175202211611,0.2957521420966101,-1.0104040447882274,-1.0943306463656242,0.8654931523834682,-0.18834103535975052,-0.1891772651514614,0.3814586413978236,-0.49479965692232775,-0.8361930561785123,-0.48545646292721095,0.2596508303825579,0.2950682730941405,-1.1414718508327106,-0.1597315640475761,-0.15850511468312126,-0.8309722364581608,-0.760299888632013,-0.07564407680045962,-0.06890714247038486,-0.322690699400243,-0.31941985077001445,-0.71545078266277,0.25281874765196355,-0.7825360640876148,0.08610673391943394,-0.28722041138047877,-0.4004511670508749,-0.8951990141390804,-0.4230469257630539,-0.5219247032579141,-0.4747167892527273,-1.264743069312784,-0.7335740615404175,-0.34934306638546836,-0.4606635710553111,-0.5508653360674132,-0.7179113900719523,-0.7986328827225844,-0.32201358231201593,-0.17027770355677319,-0.3977152454720123,0.1615524041794294,-0.48718836034075896,-0.8379460851558409,-0.7121532523566076,-0.6750586572296822,-0.6489083494400655,-0.1349508570788607,-0.42769193681959145
10.5,-1.340990451698062,-1.1616255962981983,0.15289862423368134,-0.1936101392385866,-0.3512061278054311,-1.462152749051049,-1.3348283254563893,-1.3840241747685214,0.893011183954233,0.33654554100692985,-1.1095558435761168,-1.1872455125669115,0.8520538177196346,-0.15752159321018053,-0.17533502623803982,0.4285523008299635,-0.49479965692232775,-0.9628889737823402,-0.5518138211689763,0.29531715323719687,0.3292790873656314,-1.1928895017714707,-0.1503355896906091,-0.2092267513814385,-0.8596264515073452,-0.8200377370244251,-0.010085876907101202,-0.004921938747494315,-0.281563453398754,-0.2814689774108602,-0.7021194016194624,0.27844226937322847,-0.7757314026605755,0.10225174652917844,-0.32377573646448693,-0.43667288065319715,-0.9816320224004916,-0.32030695807816256,-0.4566841153506748,-0.407697948417515,-1.352302204879894,-0.6685280856408037,-0.3548881944241147,-0.43433993842282753,-0.5832691793677536,-0.733954102699271,-0.7831254481061773,-0.32738047535011255,-0.1078425455857323,-0.33049576736331326,0.23498531517067203,-0.48718836034075896,-0.8060243295307974,-0.7614561698270146,-0.7594409893845635,-0.6836712967312449,-0.11567216321055396,-0.4065190686600475
10.533333,-1.3608569769089753,-1.1882277091902829,0.20182618398862232,-0.19857450178277006,-0.3512061278054311,-1.5535372958658942,-1.2187562971548065,-1.4878259878752003,0.8780385413492927,0.3569422404617123,-1.1945430996791235,-1.2698365047455789,0.8413023499878516,-0.1643703581318003,-0.18456318551348347,0.4850646921476948,-0.5330714535908494,-1.0811384968781208,-0.5832462540200939,0.3295568231777644,0.35921354985350235,-1.17232244139551,-0.1503355896906091,-0.2282473651431315,-0.8481647654881804,-0.858052731456508,0.04034350762728505,0.04429744873182039,-0.25625437893592096,-0.25300582239202113,-0.6843442268953812,0.300649321531911,-0.7485127569531737,0.1345417717492649,-0.34466449365634266,-0.4970424033246279,-0.9939795950096564,-0.24174110043622252,-0.4033054525178382,-0.3574338177911058,-1.4106749619246342,-0.6143231057236564,-0.3437979383480533,-0.43433993842282753,-0.6156730226656956,-0.7499968153261443,-0.7676180134906311,-0.36494872662036415,-0.06243515797062079,-0.31929252101289995,0.2680301251162421,-0.47703860283450494,-0.7661221350001576,-0.8299324440924823,-0.8076594649010649,-0.7474033667655026,-0.10603281627640058,-0.4065190686600475
10.566667,-1.281390876067527,-1.1261561124407726,0.24463779877334693,-0.19857450178277006,-0.30988775982751204,-1.4316912334415914,-1.0833389308047499,-1.3494235704021895,0.8652048476873047,0.3467438907343211,-1.2606442988717488,-1.3317797488790064,0.8305508822566654,-0.18491665289894066,-0.20301950406488303,0.5274489856359933,-0.5248703543043041,-1.1487096529331207,-0.6391261346448199,0.3609431872898721,0.3991261665041025,-1.110621260269911,-0.11275169226899998,-0.22190716055496196,-0.8596264515073452,-0.858052731456508,0.10590170752176323,0.10828265245361805,-0.1834907898550126,-0.18342922123439087,-0.648793877446232,0.32114813890892296,-0.7008801269654092,0.18835848044861236,-0.35510887225111093,-0.5574119259960586,-0.9816320224004916,-0.15108818777347777,-0.34399582714714183,-0.2904149769546534,-1.4301325476069342,-0.5492771298232403,-0.3327076822719919,-0.43433993842282753,-0.6156730226656956,-0.7540074934830853,-0.7366031442586777,-0.3703156196584608,-0.015135795871703836,-0.3473006368914209,0.29373164396334006,-0.45673908781974326,-0.7142492821093511,-0.8874525144746238,-0.8739598687360871,-0.8053416122516592,-0.04819673467076688,-0.40228449502851477
10.6,-1.142325199595544,-1.010880289909062,0.2813334685905712,-0.1936101392385866,-0.371865311792097,-1.1879991085997499,-0.851194874203732,-1.1418199441811492,0.8416764093077057,0.3467438907343211,-1.3031379269232521,-1.3627513709457202,0.8197994145248824,-0.1814922704373704,-0.19840542442741735,0.5604145472387004,-0.56860955049638,-1.174048836453511,-0.6146786868719869,0.39518285723043967,0.40910432066651514,-0.9563683074536309,-0.009395974356967022,-0.24092777431665494,-0.8080488644172862,-0.8689141584372754,0.17650284586923215,0.1771897949250958,-0.13287264092934653,-0.13282805675598666,-0.595468353272015,0.3416469562863142,-0.6328335126972823,0.2394843537132016,-0.4229973331229026,-0.6097321789768929,-1.0001533813135532,-0.07856585764194006,-0.26096235162895703,-0.21781123271568004,-1.4204037547668644,-0.4553218313013085,-0.3105271701211003,-0.42775903026543727,-0.5940704604662681,-0.7459861371696486,-0.6862039817566458,-0.42398455004419405,0.030271591743407673,-0.35290226006662756,0.37450784605305476,-0.4161400577902198,-0.6424253319527818,-0.953189737769108,-0.8619052498566272,-0.8690736822859169,-0.009639346934153376,-0.4065190686600475
10.633333,-0.9237934222821125,-0.8424002415912132,0.2996813034985043,-0.22836067705117763,-0.578457151677105,-0.9138454681552147,-0.7544681839527709,-0.9688169223341235,0.8010363793792644,0.3501433406431999,-1.3173024696070865,-1.3627513709457202,0.7875450113307269,-0.18834103535975052,-0.1891772651514614,0.5839613769547704,-0.5631421509728258,-1.1487096529331207,-0.6216636719494961,0.41087603928649347,0.3877225617468334,-0.8638165357652328,0.03758389742160911,-0.24726797890482446,-0.6647777891662741,-0.8363298774949732,0.23701810730959985,0.24117499864689346,-0.07276358908020591,-0.06957660115763026,-0.5199238606929429,0.36043753888203495,-0.557982237002116,0.30944607502289107,-0.42821952242144634,-0.6821756061824311,-0.9507630908782654,-0.01813058253254895,-0.1660669510363696,-0.12845277826790358,-1.342573412039824,-0.36498019810606314,-0.2550758897420246,-0.4080163057918052,-0.5616666171683261,-0.7098900337580704,-0.6086668086763319,-0.41325076396680904,0.07757095384232462,-0.38651199912035517,0.4442691114942461,-0.3653912702566961,-0.5546405039841337,-0.9394944829160145,-0.867932559295688,-0.8748675068340179,0.019278693868306752,-0.3684079059734325
10.666667,-0.7946610084144832,-0.7182570480921928,0.33026102834551213,-0.22339631450589187,-0.7850489915575257,-0.7919994057309121,-0.6480688246775729,-0.8996157136014596,0.7582574005073959,0.3637411402794699,-1.331467012290921,-1.3627513709457202,0.7552906081359746,-0.19518980028213065,-0.19148430497019428,0.6169269385564318,-0.5576747514486645,-1.131816863918902,-0.64261862718435,0.39803616305889944,0.383446209962897,-0.802115354639634,0.07516779484530454,-0.27896900184144874,-0.5616226149848836,-0.722284894201136,0.2773616149368849,0.28547244737871386,-0.053781783233256754,-0.05376373725874339,-0.4488231617946447,0.37410341713350265,-0.4899356227332336,0.390171138072211,-0.4073307652295906,-0.7304712243188608,-0.7840708606593397,0.07856585764059813,-0.10082636312913033,-0.06701884083521228,-1.264743069312784,-0.30716155286222946,-0.21071486543901027,-0.34878813237090905,-0.5508653360674132,-0.6858259648173151,-0.5350064942505502,-0.41325076396680904,0.11541044352137417,-0.38651199912035517,0.4516124025935334,-0.34509175524193436,-0.4788263343747662,-0.914843024180811,-0.8980691064936687,-0.8806613313834055,0.019278693868306752,-0.2921855805992622
